Academic Year,Module Code,Assessment Pattern Code,Assessment Sequence Number,Assessment Name,Assessment Weight,Assessment Summary,Module Instance Key,Module Delivery Instance Key,Assessment Body Instance Key
2023,COMP0118,COMP0118A7PF,3,Coursework 3 (Individual),45,#003 45% CN01 Coursework 3 (Individual),2023-COMP0118,2023-COMP0118-A7P,COMP0118A7PF-3
2023,COMP0118,COMP0118A7PF,4,Presentation (Group),5,#004 05% OD02 Presentation (Group),2023-COMP0118,2023-COMP0118-A7P,COMP0118A7PF-4
2023,COMP0118,COMP0118A7UF,1,Coursework 1 (Individual),35,#001 35% CN01 Coursework 1 (Individual),2023-COMP0118,2023-COMP0118-A7U,COMP0118A7UF-1
2023,COMP0118,COMP0118A7UF,2,Coursework 2 (Individual),15,#002 15% CN01 Coursework 2 (Individual),2023-COMP0118,2023-COMP0118-A7U,COMP0118A7UF-2
2023,COMP0118,COMP0118A7UF,3,Coursework 3 (Individual),45,#003 45% CN01 Coursework 3 (Individual),2023-COMP0118,2023-COMP0118-A7U,COMP0118A7UF-3
2023,COMP0118,COMP0118A7UF,4,Presentation (Group),5,#004 05% OD02 Presentation (Group),2023-COMP0118,2023-COMP0118-A7U,COMP0118A7UF-4
2023,COMP0119,COMP0119A7PF,1,Coursework 1 (Individual),30,#001 30% CN01 Coursework 1 (Individual),2023-COMP0119,2023-COMP0119-A7P,COMP0119A7PF-1
2023,COMP0119,COMP0119A7PF,2,Coursework 2 (Individual),30,#002 30% CN01 Coursework 2 (Individual),2023-COMP0119,2023-COMP0119-A7P,COMP0119A7PF-2
2023,COMP0119,COMP0119A7PF,3,Project (Group),40,#003 40% GN01 Project (Group),2023-COMP0119,2023-COMP0119-A7P,COMP0119A7PF-3
2023,COMP0119,COMP0119A7UF,1,Coursework 1 (Individual),30,#001 30% CN01 Coursework 1 (Individual),2023-COMP0119,2023-COMP0119-A7U,COMP0119A7UF-1
2023,COMP0119,COMP0119A7UF,2,Coursework 2 (Individual),30,#002 30% CN01 Coursework 2 (Individual),2023-COMP0119,2023-COMP0119-A7U,COMP0119A7UF-2
2023,COMP0119,COMP0119A7UF,3,Project (Group),40,#003 40% GN01 Project (Group),2023-COMP0119,2023-COMP0119-A7U,COMP0119A7UF-3
2023,COMP0120,COMP0120A7PF,1,Coursework,50,#001 50% CN01 Coursework,2023-COMP0120,2023-COMP0120-A7P,COMP0120A7PF-1
2023,COMP0120,COMP0120A7PF,2,Project Report,50,#002 50% RN01 Project Report,2023-COMP0120,2023-COMP0120-A7P,COMP0120A7PF-2
2023,COMP0121,COMP0121A7PF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0121,2023-COMP0121-A7P,COMP0121A7PF-1
2023,COMP0121,COMP0121A7PF,2,Coursework 2,30,#002 30% CN01 Coursework 2,2023-COMP0121,2023-COMP0121-A7P,COMP0121A7PF-2
2023,COMP0121,COMP0121A7PF,3,Coursework 3,15,#003 15% CN01 Coursework 3,2023-COMP0121,2023-COMP0121-A7P,COMP0121A7PF-3
2023,COMP0121,COMP0121A7PF,4,Coursework 4,25,#004 25% CN01 Coursework 4,2023-COMP0121,2023-COMP0121-A7P,COMP0121A7PF-4
2023,COMP0121,COMP0121A7UF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0121,2023-COMP0121-A7U,COMP0121A7UF-1
2023,COMP0121,COMP0121A7UF,2,Coursework 2,30,#002 30% CN01 Coursework 2,2023-COMP0121,2023-COMP0121-A7U,COMP0121A7UF-2
2023,COMP0121,COMP0121A7UF,3,Coursework 3,15,#003 15% CN01 Coursework 3,2023-COMP0121,2023-COMP0121-A7U,COMP0121A7UF-3
2023,COMP0121,COMP0121A7UF,4,Coursework 4,25,#004 25% CN01 Coursework 4,2023-COMP0121,2023-COMP0121-A7U,COMP0121A7UF-4
2023,COMP0122,COMP0122A7PF,1,Project/ Dissertation Report,100,#001 100% RN01 Project/ Dissertation Report,2023-COMP0122,2023-COMP0122-A7P,COMP0122A7PF-1
2023,COMP0122,COMP0122A7PF,2,Project Presentation,0,#002 00% OD02 Project Presentation,2023-COMP0122,2023-COMP0122-A7P,COMP0122A7PF-2
2023,COMP0123,COMP0123A7PF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0123,2023-COMP0123-A7P,COMP0123A7PF-1
2023,COMP0123,COMP0123A7PF,2,Coursework 2,70,#002 70% CN01 Coursework 2,2023-COMP0123,2023-COMP0123-A7P,COMP0123A7PF-2
2023,COMP0123,COMP0123A7UF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0123,2023-COMP0123-A7U,COMP0123A7UF-1
2023,COMP0123,COMP0123A7UF,2,Coursework 2,70,#002 70% CN01 Coursework 2,2023-COMP0123,2023-COMP0123-A7U,COMP0123A7UF-2
2023,COMP0124,COMP0124A7PF,1,Coursework (Individual),50,#001 50% CN01 Coursework (Individual),2023-COMP0124,2023-COMP0124-A7P,COMP0124A7PF-1
2023,COMP0124,COMP0124A7PF,2,Project (Group),50,#002 50% GN01 Project (Group),2023-COMP0124,2023-COMP0124-A7P,COMP0124A7PF-2
2023,COMP0124,COMP0124A7UF,1,Coursework (Individual),50,#001 50% CN01 Coursework (Individual),2023-COMP0124,2023-COMP0124-A7U,COMP0124A7UF-1
2023,COMP0124,COMP0124A7UF,2,Project (Group),50,#002 50% GN01 Project (Group),2023-COMP0124,2023-COMP0124-A7U,COMP0124A7UF-2
2023,COMP0127,COMP0127A7PF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0127,2023-COMP0127-A7P,COMP0127A7PF-1
2023,COMP0127,COMP0127A7PF,2,Coursework 2,30,#002 30% CN01 Coursework 2,2023-COMP0127,2023-COMP0127-A7P,COMP0127A7PF-2
2023,COMP0127,COMP0127A7PF,3,Coursework 3,40,#003 40% CN01 Coursework 3,2023-COMP0127,2023-COMP0127-A7P,COMP0127A7PF-3
2023,COMP0127,COMP0127A7UF,1,Coursework 1,30,#001 30% CN01 Coursework 1,2023-COMP0127,2023-COMP0127-A7U,COMP0127A7UF-1
2023,COMP0127,COMP0127A7UF,2,Coursework 2,30,#002 30% CN01 Coursework 2,2023-COMP0127,2023-COMP0127-A7U,COMP0127A7UF-2
2023,COMP0127,COMP0127A7UF,3,Coursework 3,40,#003 40% CN01 Coursework 3,2023-COMP0127,2023-COMP0127-A7U,COMP0127A7UF-3
2023,COMP0128,COMP0128A7PF,1,Coursework 1 (Group),50,#001 50% GN02 Coursework 1 (Group),2023-COMP0128,2023-COMP0128-A7P,COMP0128A7PF-1
2023,COMP0128,COMP0128A7PF,2,Coursework 2 (Individual),50,#002 50% CN01 Coursework 2 (Individual),2023-COMP0128,2023-COMP0128-A7P,COMP0128A7PF-2
2023,COMP0129,COMP0129A7PF,1,Coursework 1 (Group),30,#001 30% GN02 Coursework 1 (Group),2023-COMP0129,2023-COMP0129-A7P,COMP0129A7PF-1
2023,COMP0129,COMP0129A7PF,2,Coursework 2 (Group),35,#002 35% GN02 Coursework 2 (Group),2023-COMP0129,2023-COMP0129-A7P,COMP0129A7PF-2
2023,COMP0129,COMP0129A7PF,3,Coursework 3 (Group),35,#003 35% GN02 Coursework 3 (Group),2023-COMP0129,2023-COMP0129-A7P,COMP0129A7PF-3
2023,COMP0130,COMP0130A7PF,1,Coursework 1 (Group),33,#001 33% GN01 Coursework 1 (Group),2023-COMP0130,2023-COMP0130-A7P,COMP0130A7PF-1
2023,COMP0130,COMP0130A7PF,2,Coursework 2 (Group),33,#002 33% GN01 Coursework 2 (Group),2023-COMP0130,2023-COMP0130-A7P,COMP0130A7PF-2
2023,COMP0130,COMP0130A7PF,3,Coursework 3 (Group),34,#003 34% GN01 Coursework 3 (Group),2023-COMP0130,2023-COMP0130-A7P,COMP0130A7PF-3
2023,COMP0132,COMP0132A7PF,1,Project/ Dissertation Report,100,#001 100% RN01 Project/ Dissertation Report,2023-COMP0132,2023-COMP0132-A7P,COMP0132A7PF-1
2023,COMP0133,COMP0133A7PF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0133,2023-COMP0133-A7P,COMP0133A7PF-1
2023,COMP0133,COMP0133A7PF,2,Coursework 1,15,#002 15% CN01 Coursework 1,2023-COMP0133,2023-COMP0133-A7P,COMP0133A7PF-2
2023,COMP0133,COMP0133A7PF,3,Coursework 2,15,#003 15% CN01 Coursework 2,2023-COMP0133,2023-COMP0133-A7P,COMP0133A7PF-3
2023,COMP0133,COMP0133A7UF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0133,2023-COMP0133-A7U,COMP0133A7UF-1
2023,COMP0133,COMP0133A7UF,2,Coursework 1,15,#002 15% CN01 Coursework 1,2023-COMP0133,2023-COMP0133-A7U,COMP0133A7UF-2
2023,COMP0133,COMP0133A7UF,3,Coursework 2,15,#003 15% CN01 Coursework 2,2023-COMP0133,2023-COMP0133-A7U,COMP0133A7UF-3
2023,COMP0135,COMP0135A7PF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0135,2023-COMP0135-A7P,COMP0135A7PF-1
2023,COMP0137,COMP0137A7PF,1,Controlled Condition Exam (remote-online),80,#001 80% EC03 Controlled Condition Exam (remote-online),2023-COMP0137,2023-COMP0137-A7P,COMP0137A7PF-1
2023,COMP0137,COMP0137A7PF,2,Coursework 1,10,#002 10% CN01 Coursework 1,2023-COMP0137,2023-COMP0137-A7P,COMP0137A7PF-2
2023,COMP0137,COMP0137A7PF,3,Coursework 2,10,#003 10% CN01 Coursework 2,2023-COMP0137,2023-COMP0137-A7P,COMP0137A7PF-3
2023,COMP0137,COMP0137A7UF,1,Controlled Condition Exam (remote-online),80,#001 80% EC03 Controlled Condition Exam (remote-online),2023-COMP0137,2023-COMP0137-A7U,COMP0137A7UF-1
2023,COMP0137,COMP0137A7UF,2,Coursework 1,10,#002 10% CN01 Coursework 1,2023-COMP0137,2023-COMP0137-A7U,COMP0137A7UF-2
2023,COMP0137,COMP0137A7UF,3,Coursework 2,10,#003 10% CN01 Coursework 2,2023-COMP0137,2023-COMP0137-A7U,COMP0137A7UF-3
2023,COMP0138,COMP0138A7UF,1,Project/ Dissertation Report,100,#001 100% RN01 Project/ Dissertation Report,2023-COMP0138,2023-COMP0138-A7U,COMP0138A7UF-1
2023,COMP0141,COMP0141A5UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0141,2023-COMP0141-A5U,COMP0141A5UF-1
2023,COMP0142,COMP0142A6UF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0142,2023-COMP0142-A6U,COMP0142A6UF-1
2023,COMP0142,COMP0142A6UF,2,Coursework 1 (Group),20,#002 20% GN02 Coursework 1 (Group),2023-COMP0142,2023-COMP0142-A6U,COMP0142A6UF-2
2023,COMP0142,COMP0142A6UF,3,Coursework 2 (Group),20,#003 20% GN02 Coursework 2 (Group),2023-COMP0142,2023-COMP0142-A6U,COMP0142A6UF-3
2023,COMP0142,COMP0142A7PF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0142,2023-COMP0142-A7P,COMP0142A7PF-1
2023,COMP0142,COMP0142A7PF,2,Coursework 1 (Group),20,#002 20% GN02 Coursework 1 (Group),2023-COMP0142,2023-COMP0142-A7P,COMP0142A7PF-2
2023,COMP0142,COMP0142A7PF,3,Coursework 2 (Group),20,#003 20% GN02 Coursework 2 (Group),2023-COMP0142,2023-COMP0142-A7P,COMP0142A7PF-3
2023,COMP0143,COMP0143A7PF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0143,2023-COMP0143-A7P,COMP0143A7PF-1
2023,COMP0143,COMP0143A7PF,2,Coursework,40,#002 40% CN01 Coursework,2023-COMP0143,2023-COMP0143-A7P,COMP0143A7PF-2
2023,COMP0143,COMP0143A7UF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0143,2023-COMP0143-A7U,COMP0143A7UF-1
2023,COMP0143,COMP0143A7UF,2,Coursework,40,#002 40% CN01 Coursework,2023-COMP0143,2023-COMP0143-A7U,COMP0143A7UF-2
2023,COMP0145,COMP0145A7PF,1,Portfolio,100,#001 100% CN01 Portfolio,2023-COMP0145,2023-COMP0145-A7P,COMP0145A7PF-1
2023,COMP0145,COMP0145A7PF,1,Portfolio,100,#001 100% CN01 Portfolio,2023-COMP0145,2023-COMP0145-F7P,COMP0145A7PF-1
2023,COMP0146,COMP0146A7PF,1,Report,100,#001 100% RN01 Report,2023-COMP0146,2023-COMP0146-A7P,COMP0146A7PF-1
2023,COMP0147,COMP0147A4UF,1,Controlled Condition Exam (In Person),90,#001 90% EC05 Controlled Condition Exam (In Person),2023-COMP0147,2023-COMP0147-A4U,COMP0147A4UF-1
2023,COMP0147,COMP0147A4UF,2,Test 1,5,#002 05% TD01 Test 1,2023-COMP0147,2023-COMP0147-A4U,COMP0147A4UF-2
2023,COMP0147,COMP0147A4UF,3,Test 2,5,#003 05% TD01 Test 2,2023-COMP0147,2023-COMP0147-A4U,COMP0147A4UF-3
2023,COMP0153,COMP0153A7PF,1,Portfolio,100,#001 100% CN01 Portfolio,2023-COMP0153,2023-COMP0153-A7P,COMP0153A7PF-1
2023,COMP0153,COMP0153A7UF,1,Portfolio,80,#001 80% CN01 Portfolio,2023-COMP0153,2023-COMP0153-A7U,COMP0153A7UF-1
2023,COMP0153,COMP0153A7UF,2,Presentation,20,#002 20% CN01 Presentation,2023-COMP0153,2023-COMP0153-A7U,COMP0153A7UF-2
2023,COMP0153,COMP0153F7PF,1,Portfolio,100,#001 100% CN01 Portfolio,2023-COMP0153,2023-COMP0153-F7P,COMP0153F7PF-1
2023,COMP0154,COMP0154A7PF,1,Report (Individual),80,#001 80% RN01 Report (Individual),2023-COMP0154,2023-COMP0154-A7P,COMP0154A7PF-1
2023,COMP0154,COMP0154A7PF,2,Presentation (Group),20,#002 20% GN02 Presentation (Group),2023-COMP0154,2023-COMP0154-A7P,COMP0154A7PF-2
2023,COMP0154,COMP0154F7PF,1,Report (Individual),80,#001 80% RN01 Report (Individual),2023-COMP0154,2023-COMP0154-F7P,COMP0154F7PF-1
2023,COMP0154,COMP0154F7PF,2,Presentation (Group),20,#002 20% GN02 Presentation (Group),2023-COMP0154,2023-COMP0154-F7P,COMP0154F7PF-2
2023,COMP0157,COMP0157A6UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0157,2023-COMP0157-A6U,COMP0157A6UF-1
2023,COMP0158,COMP0158A7PF,1,Project/Dissertation Report,100,#001 100% RN01 Project/Dissertation Report,2023-COMP0158,2023-COMP0158-A7P,COMP0158A7PF-1
2023,COMP0159,COMP0159A7PF,1,Project/Dissertation Report,100,#001 100% RN01 Project/Dissertation Report,2023-COMP0159,2023-COMP0159-A7P,COMP0159A7PF-1
2023,COMP0159,COMP0159A7PF,1,Project/Dissertation Report,100,#001 100% RN01 Project/Dissertation Report,2023-COMP0159,2023-COMP0159-F7P,COMP0159A7PF-1
2023,COMP0160,COMP0160A7PF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0160,2023-COMP0160-A7P,COMP0160A7PF-1
2023,COMP0160,COMP0160A7PF,2,Coursework,30,#002 30% CN01 Coursework,2023-COMP0160,2023-COMP0160-A7P,COMP0160A7PF-2
2023,COMP0160,COMP0160A7UF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0160,2023-COMP0160-A7U,COMP0160A7UF-1
2023,COMP0160,COMP0160A7UF,2,Coursework,30,#002 30% CN01 Coursework,2023-COMP0160,2023-COMP0160-A7U,COMP0160A7UF-2
2023,COMP0161,COMP0161A7PF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0161,2023-COMP0161-A7P,COMP0161A7PF-1
2023,COMP0161,COMP0161A7UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0161,2023-COMP0161-A7U,COMP0161A7UF-1
2023,COMP0162,COMP0162A7PF,1,Report,100,#001 100% CN01 Report,2023-COMP0162,2023-COMP0162-A7P,COMP0162A7PF-1
2023,COMP0163,COMP0163A7PF,1,Coursework 1 (Individual),30,#001 30% CN01 Coursework 1 (Individual),2023-COMP0163,2023-COMP0163-A7P,COMP0163A7PF-1
2023,COMP0163,COMP0163A7PF,2,Coursework 2 (Group),70,#002 70% GN02 Coursework 2 (Group),2023-COMP0163,2023-COMP0163-A7P,COMP0163A7PF-2
2023,COMP0164,COMP0164A7PF,1,Coursework,70,#001 70% CN01 Coursework,2023-COMP0164,2023-COMP0164-A7P,COMP0164A7PF-1
2023,COMP0164,COMP0164A7PF,2,Take Home Paper (72 Hours),30,#002 30% HD04 Take Home Paper (72 Hours),2023-COMP0164,2023-COMP0164-A7P,COMP0164A7PF-2
2023,COMP0165,COMP0165A7PF,1,Test,20,#001 20% TD01 Test,2023-COMP0165,2023-COMP0165-A7P,COMP0165A7PF-1
2023,COMP0165,COMP0165A7PF,2,Report,45,#002 45% CN01 Report,2023-COMP0165,2023-COMP0165-A7P,COMP0165A7PF-2
2023,COMP0165,COMP0165A7PF,3,Presentation,35,#003 35% CN01 Presentation,2023-COMP0165,2023-COMP0165-A7P,COMP0165A7PF-3
2023,COMP0167,COMP0167A7PF,1,Coursework (Group),80,#001 80% GN02 Coursework (Group),2023-COMP0167,2023-COMP0167-A7P,COMP0167A7PF-1
2023,COMP0167,COMP0167A7PF,2,Test,20,#002 20% TD01 Test,2023-COMP0167,2023-COMP0167-A7P,COMP0167A7PF-2
2023,COMP0168,COMP0168A7PF,1,Test 1,5,#001 05% TD01 Test 1,2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-1
2023,COMP0168,COMP0168A7PF,2,Test 2,5,#002 05% TD01 Test 2,2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-2
2023,COMP0168,COMP0168A7PF,3,Test 3,5,#003 05% TD01 Test 3,2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-3
2023,COMP0168,COMP0168A7PF,4,Test 4,5,#004 05% TD01 Test 4,2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-4
2023,COMP0168,COMP0168A7PF,5,Test 5,5,#005 05% TD01 Test 5,2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-5
2023,COMP0168,COMP0168A7PF,6,Presentation (Group),35,#006 35% GN02 Presentation (Group),2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-6
2023,COMP0168,COMP0168A7PF,7,Coursework (Individual),40,#007 40% CN01 Coursework (Individual),2023-COMP0168,2023-COMP0168-A7P,COMP0168A7PF-7
2023,COMP0169,COMP0169A6UF,1,Coursework,50,#001 50% CN01 Coursework,2023-COMP0169,2023-COMP0169-A6U,COMP0169A6UF-1
2023,COMP0169,COMP0169A6UF,2,Oral Exam,50,#002 50% OD01 Oral Exam,2023-COMP0169,2023-COMP0169-A6U,COMP0169A6UF-2
2023,COMP0169,COMP0169A7PF,1,Coursework,50,#001 50% CN01 Coursework,2023-COMP0169,2023-COMP0169-A7P,COMP0169A7PF-1
2023,COMP0169,COMP0169A7PF,2,Oral Exam,50,#002 50% OD01 Oral Exam,2023-COMP0169,2023-COMP0169-A7P,COMP0169A7PF-2
2023,COMP0171,COMP0171A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0171,2023-COMP0171-A7P,COMP0171A7PF-1
2023,COMP0171,COMP0171A7PF,2,Coursework 1,25,#002 25% CN01 Coursework 1,2023-COMP0171,2023-COMP0171-A7P,COMP0171A7PF-2
2023,COMP0171,COMP0171A7PF,3,Coursework 2,25,#003 25% CN01 Coursework 2,2023-COMP0171,2023-COMP0171-A7P,COMP0171A7PF-3
2023,COMP0172,COMP0172A7PF,1,Coursework 1,60,#001 60% CN01 Coursework 1,2023-COMP0172,2023-COMP0172-A7P,COMP0172A7PF-1
2023,COMP0172,COMP0172A7PF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0172,2023-COMP0172-A7P,COMP0172A7PF-2
2023,COMP0172,COMP0172A7UF,1,Coursework 1,60,#001 60% CN01 Coursework 1,2023-COMP0172,2023-COMP0172-A7U,COMP0172A7UF-1
2023,COMP0172,COMP0172A7UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0172,2023-COMP0172-A7U,COMP0172A7UF-2
2023,COMP0173,COMP0173A7PF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0173,2023-COMP0173-A7P,COMP0173A7PF-1
2023,COMP0173,COMP0173A7PF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0173,2023-COMP0173-A7P,COMP0173A7PF-2
2023,COMP0173,COMP0173A7UF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0173,2023-COMP0173-A7U,COMP0173A7UF-1
2023,COMP0173,COMP0173A7UF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0173,2023-COMP0173-A7U,COMP0173A7UF-2
2023,COMP0174,COMP0174A7PF,1,Coursework 1 (Group),50,#001 50% GN02 Coursework 1 (Group),2023-COMP0174,2023-COMP0174-A7P,COMP0174A7PF-1
2023,COMP0174,COMP0174A7PF,2,Coursework 2 (Individual),50,#002 50% CN01 Coursework 2 (Individual),2023-COMP0174,2023-COMP0174-A7P,COMP0174A7PF-2
2023,COMP0174,COMP0174A7UF,1,Coursework 1 (Group),50,#001 50% GN02 Coursework 1 (Group),2023-COMP0174,2023-COMP0174-A7U,COMP0174A7UF-1
2023,COMP0174,COMP0174A7UF,2,Coursework 2 (Individual),50,#002 50% CN01 Coursework 2 (Individual),2023-COMP0174,2023-COMP0174-A7U,COMP0174A7UF-2
2023,COMP0175,COMP0175A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0175,2023-COMP0175-A7P,COMP0175A7PF-1
2023,COMP0175,COMP0175A7PF,2,Coursework 1,25,#002 25% CN01 Coursework 1,2023-COMP0175,2023-COMP0175-A7P,COMP0175A7PF-2
2023,COMP0175,COMP0175A7PF,3,Coursework 2,25,#003 25% CN01 Coursework 2,2023-COMP0175,2023-COMP0175-A7P,COMP0175A7PF-3
2023,COMP0176,COMP0176A7PF,1,Project/ Dissertation Report,100,#001 100% RN01 Project/ Dissertation Report,2023-COMP0176,2023-COMP0176-A7P,COMP0176A7PF-1
2023,COMP0177,COMP0177A7PF,1,Project/ Dissertation Report,100,#001 100% RN01 Project/ Dissertation Report,2023-COMP0177,2023-COMP0177-A7P,COMP0177A7PF-1
2023,COMP0178,COMP0178A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0178,2023-COMP0178-A7P,COMP0178A7PF-1
2023,COMP0178,COMP0178A7PF,2,Group Project with Peer Assessment,50,#002 50% GN01 Group Project with Peer Assessment,2023-COMP0178,2023-COMP0178-A7P,COMP0178A7PF-2
2023,COMP0181,COMP0181A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0181,2023-COMP0181-A7P,COMP0181A7PF-1
2023,COMP0181,COMP0181A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0181,2023-COMP0181-F7P,COMP0181A7PF-1
2023,COMP0181,COMP0181A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0181,2023-COMP0181-A7P,COMP0181A7PF-2
2023,COMP0181,COMP0181A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0181,2023-COMP0181-F7P,COMP0181A7PF-2
2023,COMP0181,COMP0181A7PF,3,Oral Presentation,10,#003 10% OD02 Oral Presentation,2023-COMP0181,2023-COMP0181-A7P,COMP0181A7PF-3
2023,COMP0181,COMP0181A7PF,3,Oral Presentation,10,#003 10% OD02 Oral Presentation,2023-COMP0181,2023-COMP0181-F7P,COMP0181A7PF-3
2023,COMP0182,COMP0182A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0182,2023-COMP0182-A7P,COMP0182A7PF-1
2023,COMP0182,COMP0182A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0182,2023-COMP0182-F7P,COMP0182A7PF-1
2023,COMP0182,COMP0182A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0182,2023-COMP0182-A7P,COMP0182A7PF-2
2023,COMP0182,COMP0182A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0182,2023-COMP0182-F7P,COMP0182A7PF-2
2023,COMP0182,COMP0182A7PF,3,Oral Presentation,10,#003 10% OD02 Oral Presentation,2023-COMP0182,2023-COMP0182-A7P,COMP0182A7PF-3
2023,COMP0182,COMP0182A7PF,3,Oral Presentation,10,#003 10% OD02 Oral Presentation,2023-COMP0182,2023-COMP0182-F7P,COMP0182A7PF-3
2023,COMP0183,COMP0183A7PF,1,Interative Journal,30,#001 30% CN01 Interative Journal,2023-COMP0183,2023-COMP0183-A7P,COMP0183A7PF-1
2023,COMP0183,COMP0183A7PF,1,Interative Journal,30,#001 30% CN01 Interative Journal,2023-COMP0183,2023-COMP0183-F7P,COMP0183A7PF-1
2023,COMP0183,COMP0183A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0183,2023-COMP0183-A7P,COMP0183A7PF-2
2023,COMP0183,COMP0183A7PF,2,Report,40,#002 40% RN01 Report,2023-COMP0183,2023-COMP0183-F7P,COMP0183A7PF-2
2023,COMP0183,COMP0183A7PF,3,Oral Presentation,30,#003 30% OD02 Oral Presentation,2023-COMP0183,2023-COMP0183-A7P,COMP0183A7PF-3
2023,COMP0183,COMP0183A7PF,3,Oral Presentation,30,#003 30% OD02 Oral Presentation,2023-COMP0183,2023-COMP0183-F7P,COMP0183A7PF-3
